State,Year,Quarter,District,Transaction_count,Transaction_amount
andhra-pradesh,2022,1,west godavari,37271259,92397939903.60936
andhra-pradesh,2022,1,kurnool,35093633,81568420500.54747
andhra-pradesh,2022,1,prakasam,31340975,79494373254.71565
andhra-pradesh,2022,2,visakhapatnam,101387402,193242841582.14282
andhra-pradesh,2022,2,krishna,73525814,163997729295.93127
andhra-pradesh,2022,2,chittoor,67507661,136435445124.75615
andhra-pradesh,2022,2,guntur,66315749,147098141568.76227
andhra-pradesh,2022,2,east godavari,62072845,135531452997.6391
andhra-pradesh,2022,2,spsr nellore,54838708,121941082043.49483
andhra-pradesh,2022,2,anantapur,46099366,102138758015.76915
andhra-pradesh,2022,2,west godavari,44409239,107973244960.42824
andhra-pradesh,2022,2,kurnool,40165692,92409350855.502
andhra-pradesh,2022,2,prakasam,36163507,90435082545.97768
andhra-pradesh,2022,3,visakhapatnam,97434546,181124419863.61444
andhra-pradesh,2022,3,krishna,71051144,153770559025.69122
andhra-pradesh,2022,3,chittoor,65751781,133053581631.63948
andhra-pradesh,2022,3,guntur,65612317,141588522953.23773
andhra-pradesh,2022,3,east godavari,61467134,129677722169.74829
andhra-pradesh,2022,3,anantapur,45165363,97735649608.10074
andhra-pradesh,2022,3,west godavari,43635951,101706854744.31876
andhra-pradesh,2022,3,spsr nellore,42116582,95099325968.25974
andhra-pradesh,2022,3,kurnool,39557913,88415335176.31995
andhra-pradesh,2022,3,prakasam,35376080,87475230073.46387
andhra-pradesh,2022,4,visakhapatnam,103790055,185306149744.73105
andhra-pradesh,2022,4,krishna,76526667,157826011193.35443
andhra-pradesh,2022,4,guntur,70723763,146938735166.52365
andhra-pradesh,2022,4,chittoor,70322534,136840859888.18156
andhra-pradesh,2022,4,east godavari,68016055,136531110139.86255
andhra-pradesh,2022,4,anantapur,48299601,101533878537.23431
andhra-pradesh,2022,4,west godavari,47919930,105335724990.59326
andhra-pradesh,2022,4,kurnool,43524766,94667441029.08344
andhra-pradesh,2022,4,spsr nellore,42582064,92085916180.68509
andhra-pradesh,2022,4,prakasam,37211077,88105031866.36835
andhra-pradesh,2023,1,visakhapatnam,164358781,277211090180.0
andhra-pradesh,2023,1,krishna,122104381,238058890676.0
andhra-pradesh,2023,1,chittoor,120192355,218037027226.0
andhra-pradesh,2023,1,east godavari,115196449,223454724672.0
andhra-pradesh,2023,1,guntur,114246185,226244225817.0
andhra-pradesh,2023,1,anantapur,82127373,162287796625.0
andhra-pradesh,2023,1,west godavari,79094558,165941144654.0
andhra-pradesh,2023,1,kurnool,72405172,149100361797.0
andhra-pradesh,2023,1,spsr nellore,71318689,143967164643.0
andhra-pradesh,2023,1,prakasam,63671149,141672839638.0
andhra-pradesh,2023,2,visakhapatnam,184918179,303874597259.0
andhra-pradesh,2023,2,krishna,141748488,267001403933.0
andhra-pradesh,2023,2,chittoor,136283483,245550525910.0
andhra-pradesh,2023,2,guntur,132035450,254140764680.0
andhra-pradesh,2023,2,east godavari,131243375,245134717109.0
andhra-pradesh,2023,2,west godavari,92533269,187699526244.0
andhra-pradesh,2023,2,anantapur,91695174,180050369328.0
andhra-pradesh,2023,2,spsr nellore,82056071,165181391414.0
andhra-pradesh,2023,2,kurnool,81475907,166991990104.0
andhra-pradesh,2023,2,prakasam,73598725,158428689659.0
andhra-pradesh,2023,3,visakhapatnam,209884966,328927220951.0
andhra-pradesh,2023,3,krishna,159421907,279540224039.0
andhra-pradesh,2023,3,chittoor,152863845,265404757144.0
andhra-pradesh,2023,3,guntur,150246761,270651818044.0
andhra-pradesh,2023,3,east godavari,148701666,260414286361.0
andhra-pradesh,2023,3,anantapur,104539628,192477441164.0
andhra-pradesh,2023,3,west godavari,102962058,191891823401.0
andhra-pradesh,2023,3,spsr nellore,93875073,176593750929.0
andhra-pradesh,2023,3,kurnool,92890445,172979053545.0
andhra-pradesh,2023,3,prakasam,84447202,171207298619.0
andhra-pradesh,2023,4,visakhapatnam,223584765,344512874812.0
andhra-pradesh,2023,4,krishna,173309415,298339038877.0
andhra-pradesh,2023,4,chittoor,163521593,274132458092.0
andhra-pradesh,2023,4,east godavari,162793144,282329255747.0
andhra-pradesh,2023,4,guntur,160724947,281806839570.0
andhra-pradesh,2023,4,west godavari,114825704,209237892746.0
andhra-pradesh,2023,4,anantapur,113698752,203367177888.0
andhra-pradesh,2023,4,kurnool,103816175,190597527675.0
andhra-pradesh,2023,4,spsr nellore,97721962,179306028468.0
andhra-pradesh,2023,4,prakasam,89721677,174929737360.0
arunachal-pradesh,2021,1,papum pare,419891,1388723426.7156572
arunachal-pradesh,2021,1,west kameng,120906,384735272.8434415
arunachal-pradesh,2021,1,east siang,82357,253988360.79783517
arunachal-pradesh,2021,1,changlang,78849,220167765.51868472
arunachal-pradesh,2021,1,lohit,72380,198534806.934188
arunachal-pradesh,2021,1,tawang,54137,207859088.41115898
arunachal-pradesh,2021,1,namsai,45753,116637630.67690113
arunachal-pradesh,2021,1,west siang,42575,138700637.29161483
arunachal-pradesh,2021,1,lower dibang valley,32427,90709108.52350858
arunachal-pradesh,2021,1,tirap,32043,110593517.14623192
arunachal-pradesh,2021,2,papum pare,552953,1501062555.477559
arunachal-pradesh,2021,2,west kameng,164866,482626617.8657546
arunachal-pradesh,2021,2,east siang,106787,286839106.4541313
arunachal-pradesh,2021,2,changlang,105461,264031910.3489421
arunachal-pradesh,2021,2,lohit,99686,230495504.24757013
arunachal-pradesh,2021,2,tawang,70061,251025037.95363933
arunachal-pradesh,2021,2,namsai,64781,147069902.3522784
arunachal-pradesh,2021,2,west siang,59341,180700138.79997098
arunachal-pradesh,2021,2,tirap,46320,144548683.3225929
arunachal-pradesh,2021,2,lower dibang valley,42091,105552358.12192997
arunachal-pradesh,2021,3,papum pare,710098,1995999756.3372893
arunachal-pradesh,2021,3,west kameng,209165,658232385.7409549
arunachal-pradesh,2021,3,east siang,128957,368061706.2429154
arunachal-pradesh,2021,3,changlang,120126,319705502.42197955
arunachal-pradesh,2021,3,lohit,117879,275160751.4034922
arunachal-pradesh,2021,3,tawang,89052,365404078.3528414
arunachal-pradesh,2021,3,namsai,79292,177380632.18278247
arunachal-pradesh,2021,3,west siang,65763,217065611.3332364
arunachal-pradesh,2021,3,lower dibang valley,50270,133788746.95473914
arunachal-pradesh,2021,3,tirap,47118,143620525.85725695
arunachal-pradesh,2021,4,papum pare,919925,2435796597.1781564
arunachal-pradesh,2021,4,west kameng,247346,765859269.2953706
arunachal-pradesh,2021,4,east siang,169617,450185173.037876
arunachal-pradesh,2021,4,changlang,147432,403255246.4023236
arunachal-pradesh,2021,4,lohit,142772,328942905.2553121
arunachal-pradesh,2021,4,namsai,105194,220513367.66283622
arunachal-pradesh,2021,4,tawang,99575,412396002.3197621
arunachal-pradesh,2021,4,west siang,79050,267978346.9418527
arunachal-pradesh,2021,4,lower dibang valley,65302,174980099.83925235
arunachal-pradesh,2021,4,lower subansiri,60146,199366119.13556093
arunachal-pradesh,2022,1,papum pare,1163726,2909248438.629796
arunachal-pradesh,2022,1,west kameng,240672,705607894.004217
arunachal-pradesh,2022,1,east siang,201945,501600929.04419017
arunachal-pradesh,2022,1,changlang,171494,490549428.7793704
arunachal-pradesh,2022,1,lohit,169954,393361044.4830233
arunachal-pradesh,2022,1,namsai,117173,256004887.5750422
arunachal-pradesh,2022,1,west siang,92331,315562272.5888671
arunachal-pradesh,2022,1,tawang,86721,346661566.51465106
arunachal-pradesh,2022,1,lower dibang valley,83531,235243185.52128848
arunachal-pradesh,2022,1,lower subansiri,73100,239825149.91154164
arunachal-pradesh,2022,2,papum pare,1444757,3269917296.5595775
arunachal-pradesh,2022,2,west kameng,327925,893486447.5566866
arunachal-pradesh,2022,2,east siang,261162,604825118.1911323
arunachal-pradesh,2022,2,lohit,226199,502322813.6384013
arunachal-pradesh,2022,2,changlang,203732,513287861.1029648
arunachal-pradesh,2022,2,namsai,152652,293920909.24794424
arunachal-pradesh,2022,2,tawang,132824,494351396.8226246
arunachal-pradesh,2022,2,west siang,121772,375530981.6496287
arunachal-pradesh,2022,2,lower dibang valley,104498,271945446.39483917
arunachal-pradesh,2022,2,lower subansiri,94109,287993729.77118087
arunachal-pradesh,2022,3,papum pare,1651143,3211809407.131925
arunachal-pradesh,2022,3,west kameng,371632,945171308.1838297
arunachal-pradesh,2022,3,east siang,286766,594752976.4068052
arunachal-pradesh,2022,3,lohit,236792,461745616.9201143
arunachal-pradesh,2022,3,changlang,216609,492535245.05507845
arunachal-pradesh,2022,3,namsai,151676,277199997.0357646
arunachal-pradesh,2022,3,tawang,138313,514855579.72383255
arunachal-pradesh,2022,3,west siang,136332,395192937.9954808
arunachal-pradesh,2022,3,lower dibang valley,112848,273001216.6677967
arunachal-pradesh,2022,3,lower subansiri,109261,285712248.1429684
arunachal-pradesh,2022,4,papum pare,1917365,3401999228.93926
arunachal-pradesh,2022,4,west kameng,421418,954522716.7333798
arunachal-pradesh,2022,4,east siang,327737,623525449.463265
arunachal-pradesh,2022,4,lohit,276551,503661703.8315097
arunachal-pradesh,2022,4,changlang,254818,572195646.772961
arunachal-pradesh,2022,4,namsai,188919,307955075.5201911
arunachal-pradesh,2022,4,west siang,176377,449302139.4960692
arunachal-pradesh,2022,4,tawang,155419,518332824.89263654
arunachal-pradesh,2022,4,lower subansiri,143172,339443886.23657525
arunachal-pradesh,2022,4,lower dibang valley,137218,308329533.63406837
arunachal-pradesh,2023,1,papum pare,3302746,5900429571.0
arunachal-pradesh,2023,1,west kameng,662521,1414404520.0
arunachal-pradesh,2023,1,east siang,535198,990989057.0
arunachal-pradesh,2023,1,changlang,494506,1101499481.0
arunachal-pradesh,2023,1,lohit,483285,870836418.0
arunachal-pradesh,2023,1,namsai,325503,518550113.0
arunachal-pradesh,2023,1,west siang,320064,764188915.0
arunachal-pradesh,2023,1,lower subansiri,257899,585614438.0
arunachal-pradesh,2023,1,lower dibang valley,256396,537713700.0
arunachal-pradesh,2023,1,tawang,239151,724541898.0
arunachal-pradesh,2023,2,papum pare,4245307,7148674913.0
arunachal-pradesh,2023,2,west kameng,870033,1803248166.0
arunachal-pradesh,2023,2,east siang,689624,1177576754.0
arunachal-pradesh,2023,2,changlang,615184,1260077796.0
arunachal-pradesh,2023,2,lohit,592587,984621672.0
arunachal-pradesh,2023,2,west siang,450143,970914462.0
arunachal-pradesh,2023,2,namsai,409511,619571108.0
arunachal-pradesh,2023,2,lower subansiri,341107,689315626.0
arunachal-pradesh,2023,2,tawang,339605,1003663723.0
arunachal-pradesh,2023,2,lower dibang valley,320847,641502543.0
arunachal-pradesh,2023,3,papum pare,5410471,7595971259.0
arunachal-pradesh,2023,3,west kameng,1036743,1923965574.0
arunachal-pradesh,2023,3,east siang,810283,1247686937.0
arunachal-pradesh,2023,3,changlang,712587,1216076703.0
arunachal-pradesh,2023,3,lohit,700473,1048609233.0
arunachal-pradesh,2023,3,west siang,554407,1037211224.0
arunachal-pradesh,2023,3,lower subansiri,482224,818756305.0
arunachal-pradesh,2023,3,namsai,477310,654108287.0
arunachal-pradesh,2023,3,tawang,423923,1199412955.0
arunachal-pradesh,2023,3,lower dibang valley,389175,628025556.0
arunachal-pradesh,2023,4,papum pare,5938599,8374060439.0
arunachal-pradesh,2023,4,west kameng,1195192,2162840497.0
arunachal-pradesh,2023,4,east siang,931589,1416674919.0
arunachal-pradesh,2023,4,changlang,806945,1430052570.0
arunachal-pradesh,2023,4,lohit,779252,1192879539.0
arunachal-pradesh,2023,4,west siang,687577,1262224512.0
arunachal-pradesh,2023,4,lower subansiri,559506,959863862.0
arunachal-pradesh,2023,4,namsai,533600,769723768.0
arunachal-pradesh,2023,4,tawang,509181,1297707130.0
arunachal-pradesh,2023,4,lower dibang valley,456242,780822119.0
assam,2021,1,kamrup metropolitan,9400818,24003716533.697937
assam,2021,1,barpeta,768249,2378951523.3799787
assam,2021,1,dibrugarh,680608,1710571109.9822497
assam,2021,1,nagaon,675634,2019926209.3789358
assam,2021,1,sonitpur,669242,1689369790.4289408
assam,2021,1,cachar,614703,1577581912.6812966
assam,2021,1,kamrup,557802,1450662971.6951797
assam,2021,1,tinsukia,480161,1160430411.7091095
assam,2021,1,goalpara,400249,1203600745.3463283
assam,2021,1,jorhat,388882,856404785.4295709
assam,2021,2,kamrup metropolitan,12113618,26948905679.32876
assam,2021,2,barpeta,1094358,2927546915.4449625
assam,2021,2,nagaon,928187,2446953429.3994994
assam,2021,2,dibrugarh,870918,1976153977.7728927
assam,2021,2,sonitpur,848080,1929013770.5926275
assam,2021,2,cachar,743120,1680050955.980187
assam,2021,2,kamrup,737877,1686926641.03952
assam,2021,2,tinsukia,606143,1318534292.5264628
assam,2021,2,goalpara,544911,1475602701.2507868
assam,2021,2,dhubri,528440,1316708576.7981753
assam,2021,3,kamrup metropolitan,16840668,36123082534.66112
assam,2021,3,barpeta,1436928,3522432994.68204
assam,2021,3,nagaon,1156024,2903215135.784228
assam,2021,3,dibrugarh,1116075,2517711536.27678
assam,2021,3,sonitpur,1030160,2385666128.443201
assam,2021,3,cachar,998685,2285248942.8809485
assam,2021,3,kamrup,957373,2112276358.4188256
assam,2021,3,tinsukia,726497,1620117007.2069793
assam,2021,3,dhubri,668723,1682447560.536893
assam,2021,3,goalpara,650085,1747257315.9936595
assam,2021,4,kamrup metropolitan,22903930,48177919267.36949
assam,2021,4,barpeta,2145496,5341626359.643989
assam,2021,4,nagaon,1599255,4181552742.898878
assam,2021,4,dibrugarh,1489321,3247229901.0804715
assam,2021,4,sonitpur,1437714,3119948215.769208
assam,2021,4,cachar,1424029,3288405319.030481
assam,2021,4,kamrup,1326629,2906827875.9780307
assam,2021,4,dhubri,947815,2452971274.528925
assam,2021,4,tinsukia,924326,2099664801.0310597
assam,2021,4,goalpara,920783,2590433257.901761
assam,2022,1,kamrup metropolitan,28908435,60093746992.89225
assam,2022,1,barpeta,2846523,7413611760.549713
assam,2022,1,nagaon,2049272,5405490459.948577
assam,2022,1,cachar,1869862,4225305321.2857337
assam,2022,1,dibrugarh,1830668,3721424814.9586687
assam,2022,1,sonitpur,1805856,3651941482.2987123
assam,2022,1,kamrup,1708845,3838019247.423967
assam,2022,1,goalpara,1299073,3720380319.732236
assam,2022,1,dhubri,1247298,3380205337.1301537
assam,2022,1,darrang,1205741,2732173374.6894684
assam,2022,2,kamrup metropolitan,37896005,70515346667.22394
assam,2022,2,barpeta,3782074,8597920826.98738
assam,2022,2,nagaon,2624899,6401629329.647786
assam,2022,2,dibrugarh,2372318,4426557091.530311
assam,2022,2,sonitpur,2331103,4228702694.640686
assam,2022,2,cachar,2208886,4390976386.361718
assam,2022,2,kamrup,2122755,4247651138.5524573
assam,2022,2,darrang,1764727,3227701241.9922867
assam,2022,2,dhubri,1748061,4095843491.5119724
assam,2022,2,goalpara,1660385,4241626695.28664
assam,2022,3,kamrup metropolitan,39606017,69410860235.2296
assam,2022,3,barpeta,4561028,9149960686.489628
assam,2022,3,sonitpur,3096898,5410346627.41358
assam,2022,3,nagaon,2968058,6558107158.010572
assam,2022,3,cachar,2665315,5192449137.351445
assam,2022,3,kamrup,2430234,4614592326.476387
assam,2022,3,dibrugarh,2307181,3933628296.025187
assam,2022,3,jorhat,2264530,3694675386.605816
assam,2022,3,dhubri,2223747,4556385241.834757
assam,2022,3,goalpara,2054687,4590076568.303604
assam,2022,4,kamrup metropolitan,48873033,84183380553.41818
assam,2022,4,barpeta,5914147,12025232756.80872
assam,2022,4,sonitpur,3570910,5955878582.005959
assam,2022,4,kamrup,3473735,6488564510.007879
assam,2022,4,nagaon,3466436,7442294882.997084
assam,2022,4,cachar,3169492,6146128032.607638
assam,2022,4,dhubri,2801543,5696918774.408015
assam,2022,4,dibrugarh,2781759,4540236249.409073
assam,2022,4,goalpara,2471469,5401152298.290413
assam,2022,4,bongaigaon,2301942,4663672960.523357
assam,2023,1,kamrup metropolitan,22957420,32177527551.0
assam,2023,1,barpeta,8607360,18729528128.0
assam,2023,1,nagaon,6685799,14229904732.0
assam,2023,1,cachar,5638260,10760387455.0
assam,2023,1,sonitpur,5085643,8045533285.0
assam,2023,1,kamrup,4930296,9371100434.0
assam,2023,1,dhubri,4783556,10188898480.0
assam,2023,1,goalpara,4337423,9833497403.0
assam,2023,1,dibrugarh,3760225,5608974753.0
assam,2023,1,darrang,3615988,7158735706.0
assam,2023,2,kamrup metropolitan,27633429,36066525702.0
assam,2023,2,barpeta,10582441,20577968723.0
assam,2023,2,nagaon,8290774,15933295314.0
assam,2023,2,cachar,6593914,11304410610.0
assam,2023,2,sonitpur,6079471,9155763527.0
assam,2023,2,kamrup,6019583,10319507492.0
assam,2023,2,dhubri,5998987,11652162342.0
assam,2023,2,goalpara,5347770,10755879893.0
assam,2023,2,darrang,4517036,7943501699.0
assam,2023,2,dibrugarh,4515459,6339612450.0
assam,2023,3,kamrup metropolitan,33252533,38969448090.0
assam,2023,3,barpeta,12553937,19547199120.0
assam,2023,3,nagaon,9915879,16218655937.0
assam,2023,3,cachar,8139863,12475988474.0
assam,2023,3,dhubri,7727555,12038352780.0
assam,2023,3,kamrup,7313093,10800114027.0
assam,2023,3,sonitpur,7184992,9555385617.0
assam,2023,3,goalpara,6726109,10895284121.0
assam,2023,3,darrang,5522247,8131813482.0
assam,2023,3,dibrugarh,5328549,6883206756.0
assam,2023,4,kamrup metropolitan,35741066,42066992122.0
assam,2023,4,barpeta,15365058,23767852973.0
assam,2023,4,nagaon,11620054,19063736023.0
assam,2023,4,dhubri,9754250,14883704767.0
assam,2023,4,cachar,9259935,14611571234.0
assam,2023,4,goalpara,8585082,13668435884.0
assam,2023,4,kamrup,8424238,12506756486.0
assam,2023,4,sonitpur,8050113,10777430093.0
assam,2023,4,darrang,6735425,10599716369.0
assam,2023,4,bongaigaon,6225825,9640983542.0
bihar,2021,1,patna,41272981,88998693556.23962
bihar,2021,1,muzaffarpur,5221017,13070944463.381813
bihar,2021,1,purbi champaran,4379932,11804741355.35818
bihar,2021,1,gaya,3790466,8943163048.402979
bihar,2021,1,bhagalpur,3729907,8757585231.542503
bihar,2021,1,darbhanga,3456999,8967471837.097118
bihar,2021,1,pashchim champaran,3418382,9047860514.271101
bihar,2021,1,madhubani,3251471,8809359759.376596
bihar,2021,1,saran,3020459,7424026781.0438
bihar,2021,1,samastipur,2833659,7326852418.778886
bihar,2021,2,patna,53400850,114936398151.99364
bihar,2021,2,muzaffarpur,6872504,17019791090.77851
bihar,2021,2,purbi champaran,6300129,15889825388.130198
bihar,2021,2,bhagalpur,5068435,11733711173.397738
bihar,2021,2,darbhanga,4739297,11767784404.765148
bihar,2021,2,gaya,4732185,11427447209.341698
bihar,2021,2,siwan,4705097,11418849549.141577
bihar,2021,2,madhubani,4695466,11634612114.699203
bihar,2021,2,pashchim champaran,4672176,11234841877.680363
bihar,2021,2,saran,4392087,10815034968.865551
bihar,2021,3,patna,65085179,120377977089.17227
bihar,2021,3,muzaffarpur,8663460,19088505213.98187
bihar,2021,3,purbi champaran,7528149,17061553144.485748
bihar,2021,3,siwan,6975763,14555326812.65278
bihar,2021,3,bhagalpur,6299248,12979510129.599648
bihar,2021,3,gaya,5929649,12593071265.983114
bihar,2021,3,darbhanga,5791524,12557911471.466785
bihar,2021,3,pashchim champaran,5626291,12052580759.045246
bihar,2021,3,madhubani,5236281,11442243635.127468
bihar,2021,3,saran,4909074,10653230755.208593
bihar,2021,4,patna,81765610,151293164596.91888
bihar,2021,4,muzaffarpur,11287438,25294883682.87165
bihar,2021,4,purbi champaran,9979391,22867973830.953423
bihar,2021,4,siwan,9398007,20337077706.726944
bihar,2021,4,bhagalpur,8447521,17306243345.92068
bihar,2021,4,gaya,7707242,16641218690.213781
bihar,2021,4,pashchim champaran,7557978,16286679057.963713
bihar,2021,4,darbhanga,7502523,16126372900.44347
bihar,2021,4,madhubani,7114778,15424171780.635149
bihar,2021,4,saran,6615773,15141561808.042286
bihar,2022,1,patna,91217400,170738998652.74045
bihar,2022,1,muzaffarpur,12910258,29225131277.297173
bihar,2022,1,purbi champaran,11934864,27143934069.44426
bihar,2022,1,siwan,10720865,22973497584.97813
bihar,2022,1,bhagalpur,10073459,20799502004.842934
bihar,2022,1,pashchim champaran,9265237,20305406431.09683
bihar,2022,1,gaya,9087772,20921479270.866283
bihar,2022,1,darbhanga,8600500,18524507492.640186
bihar,2022,1,madhubani,8110120,18147098698.577583
bihar,2022,1,purnia,7761464,17165083851.272972
bihar,2022,2,patna,119754430,215948701155.29102
bihar,2022,2,muzaffarpur,16060062,35870055221.49521
bihar,2022,2,purbi champaran,14735078,32099286217.64873
bihar,2022,2,bhagalpur,13606084,27138540976.036263
bihar,2022,2,siwan,13494216,28063144036.921066
bihar,2022,2,gaya,10986567,25092417405.414814
bihar,2022,2,darbhanga,10725196,23025583344.149986
bihar,2022,2,pashchim champaran,10647366,22189359146.473335
bihar,2022,2,madhubani,9968959,22075739375.545723
bihar,2022,2,purnia,9889577,21758789746.188175
bihar,2022,3,patna,188665398,298860414441.2887
bihar,2022,3,muzaffarpur,16912765,33481627797.22489
bihar,2022,3,purbi champaran,14515173,28167506672.73384
bihar,2022,3,samastipur,12531008,23600501220.43035
bihar,2022,3,sitamarhi,12134163,22642688423.69205
bihar,2022,3,pashchim champaran,11723439,21455732877.10686
bihar,2022,3,gaya,11189071,23491978226.50628
bihar,2022,3,saran,10802033,20973427431.87491
bihar,2022,3,darbhanga,10324556,19863946497.371433
bihar,2022,3,madhubani,9999220,19516793344.794163
bihar,2022,4,patna,217434851,352393762150.454
bihar,2022,4,purbi champaran,19272446,36872763823.28027
bihar,2022,4,muzaffarpur,19056253,37684755616.87426
bihar,2022,4,gaya,14024331,28395718045.336975
bihar,2022,4,pashchim champaran,13798685,25203288880.711174
bihar,2022,4,saran,13791757,26710050303.497475
bihar,2022,4,vaishali,13468090,26133475409.364243
bihar,2022,4,samastipur,13239614,25127091204.346603
bihar,2022,4,madhubani,12545809,23814034850.98455
bihar,2022,4,siwan,12408052,23745856584.586132
bihar,2023,1,patna,69820541,112520666995.0
bihar,2023,1,purbi champaran,32313824,60944611798.0
bihar,2023,1,muzaffarpur,28886927,56400533688.0
bihar,2023,1,pashchim champaran,24252692,44729618090.0
