State,Year,Quarter,District,RegisteredUser
haryana,2022,2,bhiwani district,423595
haryana,2022,2,sirsa district,434030
haryana,2022,2,mewat district,398639
haryana,2022,2,panipat district,587006
haryana,2022,2,gurugram district,3088176
haryana,2022,2,kaithal district,304645
haryana,2022,2,kurukshetra district,358109
haryana,2022,2,jhajjar district,471357
haryana,2022,3,yamunanagar district,380160
haryana,2022,3,sonipat district,697349
haryana,2022,3,jind district,403750
haryana,2022,3,rohtak district,481082
haryana,2022,3,faridabad district,1837594
haryana,2022,3,mahendragarh district,392798
haryana,2022,3,hisar district,766206
haryana,2022,3,karnal district,584928
haryana,2022,3,fatehabad district,314613
haryana,2022,3,palwal district,492837
haryana,2022,3,charkhi dadri district,131203
haryana,2022,3,ambala district,445403
haryana,2022,3,rewari district,663418
haryana,2022,3,panchkula district,322320
haryana,2022,3,bhiwani district,446960
haryana,2022,3,sirsa district,456583
haryana,2022,3,mewat district,421283
haryana,2022,3,panipat district,618937
haryana,2022,3,gurugram district,3251792
haryana,2022,3,kaithal district,320757
haryana,2022,3,kurukshetra district,376380
haryana,2022,3,jhajjar district,497580
haryana,2022,4,yamunanagar district,397532
haryana,2022,4,sonipat district,731324
haryana,2022,4,jind district,422244
haryana,2022,4,rohtak district,504058
haryana,2022,4,faridabad district,1930743
haryana,2022,4,mahendragarh district,411550
haryana,2022,4,hisar district,801156
haryana,2022,4,karnal district,611868
haryana,2022,4,fatehabad district,328692
haryana,2022,4,palwal district,516553
haryana,2022,4,charkhi dadri district,137231
haryana,2022,4,ambala district,465968
haryana,2022,4,rewari district,696113
haryana,2022,4,panchkula district,337614
haryana,2022,4,bhiwani district,467763
haryana,2022,4,sirsa district,476800
haryana,2022,4,mewat district,441859
haryana,2022,4,panipat district,649292
haryana,2022,4,gurugram district,3416098
haryana,2022,4,kaithal district,335364
haryana,2022,4,kurukshetra district,393430
haryana,2022,4,jhajjar district,521692
haryana,2023,1,yamunanagar district,414986
haryana,2023,1,sonipat district,764865
haryana,2023,1,jind district,441504
haryana,2023,1,rohtak district,527046
haryana,2023,1,faridabad district,2018956
haryana,2023,1,mahendragarh district,430911
haryana,2023,1,hisar district,846309
haryana,2023,1,karnal district,638547
haryana,2023,1,fatehabad district,344515
haryana,2023,1,palwal district,540064
haryana,2023,1,charkhi dadri district,143804
haryana,2023,1,ambala district,486481
haryana,2023,1,rewari district,728428
haryana,2023,1,panchkula district,352286
haryana,2023,1,bhiwani district,489622
haryana,2023,1,sirsa district,499413
haryana,2023,1,mewat district,462550
haryana,2023,1,panipat district,679052
haryana,2023,1,gurugram district,3572322
haryana,2023,1,kaithal district,350582
haryana,2023,1,kurukshetra district,410056
haryana,2023,1,jhajjar district,545862
haryana,2023,2,yamunanagar district,431359
haryana,2023,2,sonipat district,796213
haryana,2023,2,jind district,459846
haryana,2023,2,rohtak district,547825
haryana,2023,2,faridabad district,2097648
haryana,2023,2,mahendragarh district,449565
haryana,2023,2,hisar district,879031
haryana,2023,2,karnal district,664313
haryana,2023,2,fatehabad district,358626
haryana,2023,2,palwal district,562608
haryana,2023,2,charkhi dadri district,150109
haryana,2023,2,ambala district,505783
haryana,2023,2,rewari district,757958
haryana,2023,2,panchkula district,366053
haryana,2023,2,bhiwani district,511105
haryana,2023,2,sirsa district,519791
haryana,2023,2,mewat district,482389
haryana,2023,2,panipat district,706703
haryana,2023,2,gurugram district,3707352
haryana,2023,2,kaithal district,365298
haryana,2023,2,kurukshetra district,426182
haryana,2023,2,jhajjar district,568479
haryana,2023,3,yamunanagar district,448397
haryana,2023,3,sonipat district,828230
haryana,2023,3,jind district,478669
haryana,2023,3,rohtak district,570001
haryana,2023,3,faridabad district,2177737
haryana,2023,3,mahendragarh district,468594
haryana,2023,3,hisar district,913340
haryana,2023,3,karnal district,690422
haryana,2023,3,fatehabad district,372881
haryana,2023,3,palwal district,585232
haryana,2023,3,charkhi dadri district,156148
haryana,2023,3,ambala district,525599
haryana,2023,3,rewari district,788131
haryana,2023,3,panchkula district,380441
haryana,2023,3,bhiwani district,532458
haryana,2023,3,sirsa district,540767
haryana,2023,3,mewat district,502900
haryana,2023,3,panipat district,735266
haryana,2023,3,gurugram district,3846607
haryana,2023,3,kaithal district,380114
haryana,2023,3,kurukshetra district,442674
haryana,2023,3,jhajjar district,591881
haryana,2023,4,yamunanagar district,463840
haryana,2023,4,sonipat district,857752
haryana,2023,4,jind district,496062
haryana,2023,4,rohtak district,589438
haryana,2023,4,faridabad district,2254787
haryana,2023,4,mahendragarh district,485747
haryana,2023,4,hisar district,945044
haryana,2023,4,karnal district,714314
haryana,2023,4,fatehabad district,386404
haryana,2023,4,palwal district,606281
haryana,2023,4,charkhi dadri district,162018
haryana,2023,4,ambala district,543571
haryana,2023,4,rewari district,817197
haryana,2023,4,panchkula district,393948
haryana,2023,4,bhiwani district,552607
haryana,2023,4,sirsa district,559608
haryana,2023,4,mewat district,521292
haryana,2023,4,panipat district,761069
haryana,2023,4,gurugram district,3980597
haryana,2023,4,kaithal district,393639
haryana,2023,4,kurukshetra district,457631
haryana,2023,4,jhajjar district,613796
himachal-pradesh,2021,1,solan district,312360
himachal-pradesh,2021,1,sirmaur district,115705
himachal-pradesh,2021,1,shimla district,202911
himachal-pradesh,2021,1,bilaspur district,78663
himachal-pradesh,2021,1,hamirpur district,109372
himachal-pradesh,2021,1,una district,100832
himachal-pradesh,2021,1,kangra district,306531
himachal-pradesh,2021,1,kullu district,107536
himachal-pradesh,2021,1,mandi district,186340
himachal-pradesh,2021,1,lahul and spiti district,3938
himachal-pradesh,2021,1,chamba district,77599
himachal-pradesh,2021,1,kinnaur district,21164
himachal-pradesh,2021,2,solan district,334716
himachal-pradesh,2021,2,sirmaur district,124764
himachal-pradesh,2021,2,shimla district,218068
himachal-pradesh,2021,2,bilaspur district,84508
himachal-pradesh,2021,2,hamirpur district,117381
himachal-pradesh,2021,2,una district,108338
himachal-pradesh,2021,2,kangra district,329232
himachal-pradesh,2021,2,kullu district,115278
himachal-pradesh,2021,2,mandi district,200277
himachal-pradesh,2021,2,lahul and spiti district,4254
himachal-pradesh,2021,2,chamba district,83542
himachal-pradesh,2021,2,kinnaur district,22793
himachal-pradesh,2021,3,solan district,360324
himachal-pradesh,2021,3,sirmaur district,134870
himachal-pradesh,2021,3,shimla district,235163
himachal-pradesh,2021,3,bilaspur district,91291
himachal-pradesh,2021,3,hamirpur district,126753
himachal-pradesh,2021,3,una district,116973
himachal-pradesh,2021,3,kangra district,355274
himachal-pradesh,2021,3,kullu district,124078
himachal-pradesh,2021,3,mandi district,216188
himachal-pradesh,2021,3,lahul and spiti district,4660
himachal-pradesh,2021,3,chamba district,90344
himachal-pradesh,2021,3,kinnaur district,24708
himachal-pradesh,2021,4,solan district,385901
himachal-pradesh,2021,4,sirmaur district,144716
himachal-pradesh,2021,4,shimla district,251745
himachal-pradesh,2021,4,bilaspur district,97687
himachal-pradesh,2021,4,hamirpur district,135670
himachal-pradesh,2021,4,una district,125192
himachal-pradesh,2021,4,kangra district,380492
himachal-pradesh,2021,4,kullu district,132702
himachal-pradesh,2021,4,mandi district,231360
himachal-pradesh,2021,4,lahul and spiti district,5052
himachal-pradesh,2021,4,chamba district,96745
himachal-pradesh,2021,4,kinnaur district,26485
himachal-pradesh,2022,1,solan district,410487
himachal-pradesh,2022,1,sirmaur district,154267
himachal-pradesh,2022,1,shimla district,267642
himachal-pradesh,2022,1,bilaspur district,104121
himachal-pradesh,2022,1,hamirpur district,144434
himachal-pradesh,2022,1,una district,133249
himachal-pradesh,2022,1,kangra district,405048
himachal-pradesh,2022,1,kullu district,141024
himachal-pradesh,2022,1,mandi district,246307
himachal-pradesh,2022,1,lahul and spiti district,5365
himachal-pradesh,2022,1,chamba district,103270
himachal-pradesh,2022,1,kinnaur district,28269
himachal-pradesh,2022,2,solan district,433753
himachal-pradesh,2022,2,sirmaur district,163150
himachal-pradesh,2022,2,shimla district,282560
himachal-pradesh,2022,2,bilaspur district,110019
himachal-pradesh,2022,2,hamirpur district,152759
himachal-pradesh,2022,2,una district,140791
himachal-pradesh,2022,2,kangra district,427676
himachal-pradesh,2022,2,kullu district,148844
himachal-pradesh,2022,2,mandi district,260233
himachal-pradesh,2022,2,lahul and spiti district,5657
himachal-pradesh,2022,2,chamba district,109087
himachal-pradesh,2022,2,kinnaur district,29878
himachal-pradesh,2022,3,solan district,457393
himachal-pradesh,2022,3,sirmaur district,171743
himachal-pradesh,2022,3,shimla district,296508
himachal-pradesh,2022,3,bilaspur district,115654
himachal-pradesh,2022,3,hamirpur district,160759
himachal-pradesh,2022,3,una district,148148
himachal-pradesh,2022,3,kangra district,449619
himachal-pradesh,2022,3,kullu district,156387
himachal-pradesh,2022,3,mandi district,273475
himachal-pradesh,2022,3,lahul and spiti district,5900
himachal-pradesh,2022,3,chamba district,114576
himachal-pradesh,2022,3,kinnaur district,31414
himachal-pradesh,2022,4,solan district,479537
himachal-pradesh,2022,4,sirmaur district,179223
himachal-pradesh,2022,4,shimla district,308448
himachal-pradesh,2022,4,bilaspur district,120345
himachal-pradesh,2022,4,hamirpur district,167686
himachal-pradesh,2022,4,una district,154314
himachal-pradesh,2022,4,kangra district,468410
himachal-pradesh,2022,4,kullu district,162922
himachal-pradesh,2022,4,mandi district,284425
himachal-pradesh,2022,4,lahul and spiti district,6057
himachal-pradesh,2022,4,chamba district,118985
himachal-pradesh,2022,4,kinnaur district,32724
himachal-pradesh,2023,1,solan district,501947
himachal-pradesh,2023,1,sirmaur district,187417
himachal-pradesh,2023,1,shimla district,322036
himachal-pradesh,2023,1,bilaspur district,125771
himachal-pradesh,2023,1,hamirpur district,175074
himachal-pradesh,2023,1,una district,161122
himachal-pradesh,2023,1,kangra district,489369
himachal-pradesh,2023,1,kullu district,170048
himachal-pradesh,2023,1,mandi district,296936
himachal-pradesh,2023,1,lahul and spiti district,6298
himachal-pradesh,2023,1,chamba district,124457
himachal-pradesh,2023,1,kinnaur district,34193
himachal-pradesh,2023,2,solan district,523060
himachal-pradesh,2023,2,sirmaur district,195687
himachal-pradesh,2023,2,shimla district,335735
himachal-pradesh,2023,2,bilaspur district,131239
himachal-pradesh,2023,2,hamirpur district,182553
himachal-pradesh,2023,2,una district,168253
himachal-pradesh,2023,2,kangra district,510261
himachal-pradesh,2023,2,kullu district,177077
himachal-pradesh,2023,2,mandi district,310048
himachal-pradesh,2023,2,lahul and spiti district,6669
himachal-pradesh,2023,2,chamba district,130138
himachal-pradesh,2023,2,kinnaur district,35750
himachal-pradesh,2023,3,solan district,544140
himachal-pradesh,2023,3,sirmaur district,203991
himachal-pradesh,2023,3,shimla district,348966
himachal-pradesh,2023,3,bilaspur district,136648
himachal-pradesh,2023,3,hamirpur district,189913
himachal-pradesh,2023,3,una district,175125
himachal-pradesh,2023,3,kangra district,530786
himachal-pradesh,2023,3,kullu district,184280
himachal-pradesh,2023,3,mandi district,322502
himachal-pradesh,2023,3,lahul and spiti district,6980
himachal-pradesh,2023,3,chamba district,135482
himachal-pradesh,2023,3,kinnaur district,37233
himachal-pradesh,2023,4,solan district,565485
himachal-pradesh,2023,4,sirmaur district,212088
himachal-pradesh,2023,4,shimla district,362109
himachal-pradesh,2023,4,bilaspur district,141779
himachal-pradesh,2023,4,hamirpur district,197499
himachal-pradesh,2023,4,una district,181977
himachal-pradesh,2023,4,kangra district,551176
himachal-pradesh,2023,4,kullu district,191029
himachal-pradesh,2023,4,mandi district,335088
himachal-pradesh,2023,4,lahul and spiti district,7231
himachal-pradesh,2023,4,chamba district,140790
himachal-pradesh,2023,4,kinnaur district,38701
jammu-&-kashmir,2021,1,muzaffarabad district,377
jammu-&-kashmir,2021,1,doda district,26460
jammu-&-kashmir,2021,1,samba district,53123
jammu-&-kashmir,2021,1,mirpur district,5198
jammu-&-kashmir,2021,1,srinagar district,107147
jammu-&-kashmir,2021,1,baramulla district,90607
jammu-&-kashmir,2021,1,jammu district,307670
jammu-&-kashmir,2021,1,ganderbal district,22249
jammu-&-kashmir,2021,1,udhampur district,58664
jammu-&-kashmir,2021,1,bandipore district,24662
jammu-&-kashmir,2021,1,reasi district,27524
jammu-&-kashmir,2021,1,shopian district,16657
jammu-&-kashmir,2021,1,poonch district,28300
jammu-&-kashmir,2021,1,kathua district,62777
jammu-&-kashmir,2021,1,kishtwar district,12235
jammu-&-kashmir,2021,1,pulwama district,46731
jammu-&-kashmir,2021,1,ramban district,16907
jammu-&-kashmir,2021,1,rajouri district,47092
jammu-&-kashmir,2021,1,kulgam district,31882
jammu-&-kashmir,2021,1,budgam district,67920
jammu-&-kashmir,2021,1,anantnag district,61151
jammu-&-kashmir,2021,1,kupwara district,59485
jammu-&-kashmir,2021,2,muzaffarabad district,416
jammu-&-kashmir,2021,2,doda district,28542
jammu-&-kashmir,2021,2,samba district,57066
jammu-&-kashmir,2021,2,mirpur district,5662
jammu-&-kashmir,2021,2,srinagar district,114498
jammu-&-kashmir,2021,2,baramulla district,97258
jammu-&-kashmir,2021,2,jammu district,329625
jammu-&-kashmir,2021,2,ganderbal district,23884
jammu-&-kashmir,2021,2,udhampur district,63296
jammu-&-kashmir,2021,2,bandipore district,26435
jammu-&-kashmir,2021,2,reasi district,29716
jammu-&-kashmir,2021,2,shopian district,17933
jammu-&-kashmir,2021,2,poonch district,30575
jammu-&-kashmir,2021,2,kathua district,67569
jammu-&-kashmir,2021,2,kishtwar district,13206
jammu-&-kashmir,2021,2,pulwama district,50038
jammu-&-kashmir,2021,2,ramban district,18253
jammu-&-kashmir,2021,2,rajouri district,50772
jammu-&-kashmir,2021,2,kulgam district,34224
jammu-&-kashmir,2021,2,budgam district,72750
jammu-&-kashmir,2021,2,anantnag district,65592
jammu-&-kashmir,2021,2,kupwara district,63957
jammu-&-kashmir,2021,3,muzaffarabad district,454
jammu-&-kashmir,2021,3,doda district,30988
jammu-&-kashmir,2021,3,samba district,61677
jammu-&-kashmir,2021,3,mirpur district,6201
jammu-&-kashmir,2021,3,srinagar district,122752
jammu-&-kashmir,2021,3,baramulla district,104763
jammu-&-kashmir,2021,3,jammu district,354280
jammu-&-kashmir,2021,3,ganderbal district,25735
jammu-&-kashmir,2021,3,udhampur district,68452
jammu-&-kashmir,2021,3,bandipore district,28469
jammu-&-kashmir,2021,3,reasi district,32275
jammu-&-kashmir,2021,3,shopian district,19343
jammu-&-kashmir,2021,3,poonch district,33277
jammu-&-kashmir,2021,3,kathua district,73280
jammu-&-kashmir,2021,3,kishtwar district,14320
jammu-&-kashmir,2021,3,pulwama district,53876
jammu-&-kashmir,2021,3,ramban district,19751
jammu-&-kashmir,2021,3,rajouri district,55013
jammu-&-kashmir,2021,3,kulgam district,36921
jammu-&-kashmir,2021,3,budgam district,78298
jammu-&-kashmir,2021,3,anantnag district,70633
jammu-&-kashmir,2021,3,kupwara district,69102
jammu-&-kashmir,2021,4,muzaffarabad district,506
jammu-&-kashmir,2021,4,doda district,33427
jammu-&-kashmir,2021,4,samba district,66057
jammu-&-kashmir,2021,4,mirpur district,6709
jammu-&-kashmir,2021,4,srinagar district,130968
jammu-&-kashmir,2021,4,baramulla district,112175
jammu-&-kashmir,2021,4,jammu district,378618
jammu-&-kashmir,2021,4,ganderbal district,27599
jammu-&-kashmir,2021,4,udhampur district,73525
jammu-&-kashmir,2021,4,bandipore district,30502
jammu-&-kashmir,2021,4,reasi district,34767
jammu-&-kashmir,2021,4,shopian district,20780
jammu-&-kashmir,2021,4,poonch district,35913
jammu-&-kashmir,2021,4,kathua district,78693
jammu-&-kashmir,2021,4,kishtwar district,15389
jammu-&-kashmir,2021,4,pulwama district,57630
jammu-&-kashmir,2021,4,ramban district,21283
jammu-&-kashmir,2021,4,rajouri district,59304
jammu-&-kashmir,2021,4,kulgam district,39481
jammu-&-kashmir,2021,4,budgam district,83726
jammu-&-kashmir,2021,4,anantnag district,75622
jammu-&-kashmir,2021,4,kupwara district,74136
jammu-&-kashmir,2022,1,muzaffarabad district,540
jammu-&-kashmir,2022,1,doda district,35680
jammu-&-kashmir,2022,1,samba district,70288
jammu-&-kashmir,2022,1,mirpur district,7177
jammu-&-kashmir,2022,1,srinagar district,138727
jammu-&-kashmir,2022,1,baramulla district,119475
jammu-&-kashmir,2022,1,jammu district,401675
jammu-&-kashmir,2022,1,ganderbal district,29427
jammu-&-kashmir,2022,1,udhampur district,78353
jammu-&-kashmir,2022,1,bandipore district,32427
jammu-&-kashmir,2022,1,reasi district,37052
jammu-&-kashmir,2022,1,shopian district,22173
jammu-&-kashmir,2022,1,poonch district,38315
jammu-&-kashmir,2022,1,kathua district,83944
jammu-&-kashmir,2022,1,kishtwar district,16418
jammu-&-kashmir,2022,1,pulwama district,61306
jammu-&-kashmir,2022,1,ramban district,22686
jammu-&-kashmir,2022,1,rajouri district,63232
jammu-&-kashmir,2022,1,kulgam district,42103
jammu-&-kashmir,2022,1,budgam district,88994
jammu-&-kashmir,2022,1,anantnag district,80434
jammu-&-kashmir,2022,1,kupwara district,78894
jammu-&-kashmir,2022,2,muzaffarabad district,569
jammu-&-kashmir,2022,2,doda district,37779
jammu-&-kashmir,2022,2,samba district,74186
jammu-&-kashmir,2022,2,mirpur district,7601
jammu-&-kashmir,2022,2,srinagar district,146169
jammu-&-kashmir,2022,2,baramulla district,126067
jammu-&-kashmir,2022,2,jammu district,423398
jammu-&-kashmir,2022,2,ganderbal district,31111
jammu-&-kashmir,2022,2,udhampur district,82705
jammu-&-kashmir,2022,2,bandipore district,34244
jammu-&-kashmir,2022,2,reasi district,39173
jammu-&-kashmir,2022,2,shopian district,23465
jammu-&-kashmir,2022,2,poonch district,40606
jammu-&-kashmir,2022,2,kathua district,88764
jammu-&-kashmir,2022,2,kishtwar district,17326
jammu-&-kashmir,2022,2,pulwama district,64808
jammu-&-kashmir,2022,2,ramban district,24052
jammu-&-kashmir,2022,2,rajouri district,66893
jammu-&-kashmir,2022,2,kulgam district,44393
jammu-&-kashmir,2022,2,budgam district,93893
jammu-&-kashmir,2022,2,anantnag district,84898
jammu-&-kashmir,2022,2,kupwara district,83470
jammu-&-kashmir,2022,3,muzaffarabad district,592
jammu-&-kashmir,2022,3,doda district,39659
jammu-&-kashmir,2022,3,samba district,78092
jammu-&-kashmir,2022,3,mirpur district,7926
jammu-&-kashmir,2022,3,srinagar district,153729
jammu-&-kashmir,2022,3,baramulla district,132526
jammu-&-kashmir,2022,3,jammu district,445345
jammu-&-kashmir,2022,3,ganderbal district,32688
jammu-&-kashmir,2022,3,udhampur district,86915
jammu-&-kashmir,2022,3,bandipore district,36029
jammu-&-kashmir,2022,3,reasi district,41108
jammu-&-kashmir,2022,3,shopian district,24676
jammu-&-kashmir,2022,3,poonch district,42653
jammu-&-kashmir,2022,3,kathua district,93084
jammu-&-kashmir,2022,3,kishtwar district,18168
jammu-&-kashmir,2022,3,pulwama district,68004
jammu-&-kashmir,2022,3,ramban district,25296
jammu-&-kashmir,2022,3,rajouri district,70231
jammu-&-kashmir,2022,3,kulgam district,46715
jammu-&-kashmir,2022,3,budgam district,98698
jammu-&-kashmir,2022,3,anantnag district,89184
jammu-&-kashmir,2022,3,kupwara district,87867
jammu-&-kashmir,2022,4,muzaffarabad district,598
jammu-&-kashmir,2022,4,doda district,41227
jammu-&-kashmir,2022,4,samba district,81447
jammu-&-kashmir,2022,4,mirpur district,8110
jammu-&-kashmir,2022,4,srinagar district,160924
jammu-&-kashmir,2022,4,baramulla district,138215
jammu-&-kashmir,2022,4,jammu district,465635
jammu-&-kashmir,2022,4,ganderbal district,34020
jammu-&-kashmir,2022,4,udhampur district,90677
jammu-&-kashmir,2022,4,bandipore district,37554
jammu-&-kashmir,2022,4,reasi district,42686
jammu-&-kashmir,2022,4,shopian district,25639
jammu-&-kashmir,2022,4,poonch district,44253
jammu-&-kashmir,2022,4,kathua district,96688
jammu-&-kashmir,2022,4,kishtwar district,18904
jammu-&-kashmir,2022,4,pulwama district,70875
jammu-&-kashmir,2022,4,ramban district,26335
jammu-&-kashmir,2022,4,rajouri district,72921
jammu-&-kashmir,2022,4,kulgam district,48872
jammu-&-kashmir,2022,4,budgam district,103056
jammu-&-kashmir,2022,4,anantnag district,93107
jammu-&-kashmir,2022,4,kupwara district,91691
jammu-&-kashmir,2023,1,muzaffarabad district,622
jammu-&-kashmir,2023,1,doda district,43097
jammu-&-kashmir,2023,1,samba district,85114
jammu-&-kashmir,2023,1,mirpur district,8495
jammu-&-kashmir,2023,1,srinagar district,167765
jammu-&-kashmir,2023,1,baramulla district,144514
jammu-&-kashmir,2023,1,jammu district,485903
jammu-&-kashmir,2023,1,ganderbal district,35514
jammu-&-kashmir,2023,1,udhampur district,94792
jammu-&-kashmir,2023,1,bandipore district,39106
jammu-&-kashmir,2023,1,reasi district,44602
jammu-&-kashmir,2023,1,shopian district,26874
jammu-&-kashmir,2023,1,poonch district,46382
jammu-&-kashmir,2023,1,kathua district,100962
jammu-&-kashmir,2023,1,kishtwar district,19740
jammu-&-kashmir,2023,1,pulwama district,74016
jammu-&-kashmir,2023,1,ramban district,27571
jammu-&-kashmir,2023,1,rajouri district,76256
jammu-&-kashmir,2023,1,kulgam district,51100
jammu-&-kashmir,2023,1,budgam district,107555
jammu-&-kashmir,2023,1,anantnag district,97227
jammu-&-kashmir,2023,1,kupwara district,95832
jammu-&-kashmir,2023,2,muzaffarabad district,662
jammu-&-kashmir,2023,2,doda district,45198
jammu-&-kashmir,2023,2,samba district,88654
jammu-&-kashmir,2023,2,mirpur district,8965
jammu-&-kashmir,2023,2,srinagar district,174167
jammu-&-kashmir,2023,2,baramulla district,150753
jammu-&-kashmir,2023,2,jammu district,504935
jammu-&-kashmir,2023,2,ganderbal district,37109
jammu-&-kashmir,2023,2,udhampur district,98918
jammu-&-kashmir,2023,2,bandipore district,40834
jammu-&-kashmir,2023,2,reasi district,46697
jammu-&-kashmir,2023,2,shopian district,28192
jammu-&-kashmir,2023,2,poonch district,48610
jammu-&-kashmir,2023,2,kathua district,105650
jammu-&-kashmir,2023,2,kishtwar district,20624
jammu-&-kashmir,2023,2,pulwama district,77212
jammu-&-kashmir,2023,2,ramban district,28867
jammu-&-kashmir,2023,2,rajouri district,79836
jammu-&-kashmir,2023,2,kulgam district,53421
jammu-&-kashmir,2023,2,budgam district,112096
jammu-&-kashmir,2023,2,anantnag district,101512
jammu-&-kashmir,2023,2,kupwara district,100220
jammu-&-kashmir,2023,3,muzaffarabad district,689
jammu-&-kashmir,2023,3,doda district,47141
jammu-&-kashmir,2023,3,samba district,92315
jammu-&-kashmir,2023,3,mirpur district,9360
jammu-&-kashmir,2023,3,srinagar district,180872
jammu-&-kashmir,2023,3,baramulla district,156673
jammu-&-kashmir,2023,3,jammu district,524726
jammu-&-kashmir,2023,3,ganderbal district,38539
jammu-&-kashmir,2023,3,udhampur district,103054
jammu-&-kashmir,2023,3,bandipore district,42437
jammu-&-kashmir,2023,3,reasi district,48709
jammu-&-kashmir,2023,3,shopian district,29274
jammu-&-kashmir,2023,3,poonch district,50716
jammu-&-kashmir,2023,3,kathua district,110005
jammu-&-kashmir,2023,3,kishtwar district,21550
jammu-&-kashmir,2023,3,pulwama district,80258
jammu-&-kashmir,2023,3,ramban district,30080
jammu-&-kashmir,2023,3,rajouri district,83335
jammu-&-kashmir,2023,3,kulgam district,55512
jammu-&-kashmir,2023,3,budgam district,116523
jammu-&-kashmir,2023,3,anantnag district,105459
jammu-&-kashmir,2023,3,kupwara district,104220
jammu-&-kashmir,2023,4,muzaffarabad district,727
jammu-&-kashmir,2023,4,doda district,49155
jammu-&-kashmir,2023,4,samba district,95819
jammu-&-kashmir,2023,4,mirpur district,9741
jammu-&-kashmir,2023,4,srinagar district,187378
jammu-&-kashmir,2023,4,baramulla district,162749
jammu-&-kashmir,2023,4,jammu district,542942
jammu-&-kashmir,2023,4,ganderbal district,40098
jammu-&-kashmir,2023,4,udhampur district,106838
jammu-&-kashmir,2023,4,bandipore district,44134
jammu-&-kashmir,2023,4,reasi district,50544
jammu-&-kashmir,2023,4,shopian district,30546
jammu-&-kashmir,2023,4,poonch district,52687
jammu-&-kashmir,2023,4,kathua district,114338
jammu-&-kashmir,2023,4,kishtwar district,22442
jammu-&-kashmir,2023,4,pulwama district,83442
jammu-&-kashmir,2023,4,ramban district,31241
jammu-&-kashmir,2023,4,rajouri district,86618
jammu-&-kashmir,2023,4,kulgam district,57794
jammu-&-kashmir,2023,4,budgam district,121095
jammu-&-kashmir,2023,4,anantnag district,109642
jammu-&-kashmir,2023,4,kupwara district,108196
jharkhand,2021,1,ramgarh district,216188
jharkhand,2021,1,ranchi district,853943
jharkhand,2021,1,east singhbhum district,560083
jharkhand,2021,1,jamtara district,97127
jharkhand,2021,1,dumka district,106316
jharkhand,2021,1,koderma district,123296
jharkhand,2021,1,hazaribagh district,366460
jharkhand,2021,1,simdega district,30003
jharkhand,2021,1,garhwa district,136634
jharkhand,2021,1,saraikela kharsawan district,177952
jharkhand,2021,1,gumla district,57454
jharkhand,2021,1,chatra district,105135
jharkhand,2021,1,khunti district,34728
jharkhand,2021,1,dhanbad district,661077
jharkhand,2021,1,godda district,117166
jharkhand,2021,1,deoghar district,281799
jharkhand,2021,1,palamu district,247954
jharkhand,2021,1,latehar district,66756
jharkhand,2021,1,west singhbhum district,118302
jharkhand,2021,1,pakur district,53417
jharkhand,2021,1,lohardaga district,43640
jharkhand,2021,1,sahebganj district,88783
jharkhand,2021,1,giridih district,288800
jharkhand,2021,1,bokaro district,480036
jharkhand,2021,2,ramgarh district,231819
jharkhand,2021,2,ranchi district,913972
jharkhand,2021,2,east singhbhum district,598988
jharkhand,2021,2,jamtara district,104479
jharkhand,2021,2,dumka district,114356
jharkhand,2021,2,koderma district,132641
jharkhand,2021,2,hazaribagh district,393223
jharkhand,2021,2,simdega district,32588
jharkhand,2021,2,garhwa district,147560
jharkhand,2021,2,saraikela kharsawan district,190784
jharkhand,2021,2,gumla district,62413
jharkhand,2021,2,chatra district,113517
jharkhand,2021,2,khunti district,37571
jharkhand,2021,2,dhanbad district,707255
jharkhand,2021,2,godda district,125926
jharkhand,2021,2,deoghar district,302724
jharkhand,2021,2,palamu district,267081
jharkhand,2021,2,latehar district,72198
jharkhand,2021,2,west singhbhum district,127433
jharkhand,2021,2,pakur district,57693
jharkhand,2021,2,lohardaga district,47186
jharkhand,2021,2,sahebganj district,95632
jharkhand,2021,2,giridih district,311161
jharkhand,2021,2,bokaro district,513303
jharkhand,2021,3,ramgarh district,250016
jharkhand,2021,3,ranchi district,982147
jharkhand,2021,3,east singhbhum district,642805
jharkhand,2021,3,jamtara district,113199
jharkhand,2021,3,dumka district,124101
jharkhand,2021,3,koderma district,143395
jharkhand,2021,3,hazaribagh district,424328
jharkhand,2021,3,simdega district,35666
jharkhand,2021,3,garhwa district,160500
jharkhand,2021,3,saraikela kharsawan district,205625
jharkhand,2021,3,gumla district,68433
jharkhand,2021,3,chatra district,123490
jharkhand,2021,3,khunti district,41000
jharkhand,2021,3,dhanbad district,759888
jharkhand,2021,3,godda district,136332
jharkhand,2021,3,deoghar district,327586
jharkhand,2021,3,palamu district,289617
jharkhand,2021,3,latehar district,78586
jharkhand,2021,3,west singhbhum district,138137
jharkhand,2021,3,pakur district,62824
jharkhand,2021,3,lohardaga district,51347
jharkhand,2021,3,sahebganj district,103775
jharkhand,2021,3,giridih district,337529
jharkhand,2021,3,bokaro district,551517
jharkhand,2021,4,ramgarh district,267710
jharkhand,2021,4,ranchi district,1050479
jharkhand,2021,4,east singhbhum district,686766
jharkhand,2021,4,jamtara district,121635
jharkhand,2021,4,dumka district,133647
jharkhand,2021,4,koderma district,153951
jharkhand,2021,4,hazaribagh district,455411
jharkhand,2021,4,simdega district,38803
jharkhand,2021,4,garhwa district,173273
